日時	CAD/JPY(始値, 買い)	CAD/JPY(高値, 買い)	CAD/JPY(安値, 買い)	CAD/JPY(終値, 買い)	CAD/JPY(始値, 売り)	CAD/JPY(高値, 売り)	CAD/JPY(安値, 売り)	CAD/JPY(終値, 売り)	
2014-02-05T10:00:00	91.590	91.590	91.455	91.502	91.568	91.569	91.430	91.477	
2014-02-05T09:00:00	91.754	91.767	91.486	91.590	91.726	91.741	91.461	91.568	
2014-02-05T08:00:00	91.740	91.835	91.720	91.754	91.712	91.808	91.696	91.726	
2014-02-05T07:00:00	91.739	91.837	91.704	91.740	91.694	91.770	91.676	91.712	
2014-02-05T06:00:00	91.757	91.818	91.701	91.739	91.739	91.801	91.670	91.694	
2014-02-05T05:00:00	91.779	91.871	91.753	91.757	91.760	91.853	91.734	91.739	
2014-02-05T04:00:00	91.760	91.815	91.725	91.779	91.741	91.795	91.710	91.760	
2014-02-05T03:00:00	91.826	91.883	91.754	91.760	91.808	91.863	91.732	91.741	
2014-02-05T02:00:00	91.924	91.937	91.732	91.826	91.903	91.916	91.712	91.808	
2014-02-05T01:00:00	91.513	91.988	91.484	91.924	91.491	91.966	91.466	91.903	
2014-02-05T00:00:00	91.522	91.691	91.487	91.513	91.495	91.666	91.464	91.491	
2014-02-04T23:00:00	91.536	91.592	91.374	91.522	91.514	91.570	91.356	91.495	
2014-02-04T22:00:00	91.386	91.653	91.364	91.536	91.361	91.630	91.342	91.514	
2014-02-04T21:00:00	91.394	91.397	91.169	91.386	91.372	91.376	91.147	91.361	
2014-02-04T20:00:00	91.189	91.481	91.174	91.394	91.164	91.457	91.149	91.372	
2014-02-04T19:00:00	91.303	91.347	91.008	91.189	91.281	91.328	90.984	91.164	
2014-02-04T18:00:00	91.229	91.359	91.185	91.303	91.206	91.338	91.161	91.281	
2014-02-04T17:00:00	91.197	91.292	91.094	91.229	91.173	91.272	91.071	91.206	
2014-02-04T16:00:00	91.220	91.275	91.079	91.197	91.194	91.250	91.053	91.173	
2014-02-04T15:00:00	91.136	91.257	90.999	91.220	91.112	91.232	90.973	91.194	
2014-02-04T14:00:00	91.385	91.459	91.136	91.136	91.357	91.433	91.112	91.112	
2014-02-04T13:00:00	91.281	91.441	91.247	91.385	91.256	91.416	91.220	91.357	
2014-02-04T12:00:00	91.302	91.357	91.220	91.281	91.279	91.333	91.195	91.256	
2014-02-04T11:00:00	91.165	91.319	91.162	91.302	91.139	91.295	91.136	91.279	
